"Freq","title"
0,"Little Thief, The (La petite voleuse) (1988)"
0,"Blueprint for Murder, A (1953)"
0,"Huey P. Newton Story, A (2001)"
0,"Affair of the Heart, An (2012)"
0,"My Sucky Teen Romance (2011)"
2.64,"Star Trek Into Darkness (2013)"
0,"Sweet Home (1989)"
0,"Last Chance: Diary of Comedians, The (Bokutachi no koukan nikki) (2013)"
0,"American Romance, An (1944)"
0,"Andrew Dice Clay: Indestructible (2012)"
0,"Angels Don't Sleep Here (Backflash 2: Angels Don't Sleep Here) (2002)"
0,"Foreverland (2011)"
0.01,"Wish You Were Here (2012)"
0,"Tales of Vesperia: The First Strike (Teiruzu obu vesuperia: The first strike) (2009)"
0,"Reincarnated (2012)"
0.52,"Internship, The (2013)"
0.01,"Bliss (Mutluluk) (2007)"
0.01,"La Soufrière - Warten auf eine unausweichliche Katastrophe (1977)"
0,"Man with a Cloak, The (1951)"
0,"Spine Tingler!  The William Castle Story (2007)"
0,"Last Stand At Saber River (1997)"
0,"Flaying, The (El Bosque de los Sometidos) (2012)"
2.37,"Sword in the Stone, The (1963)"
0,"Secret Six, The (1931)"
0,"Corsican File, The (L'enquête corse) (2004)"
0.01,"Zatoichi Meets Yojimbo (Zatôichi to Yôjinbô) (Zatôichi 20) (1970)"
0,"Deep in the Valley (American Hot Babes) (2009)"
0,"To Be King (Koning van Katoren) (2012)"
0,"Tokyo Trial (Tokyo saiban) (1983)"
0,"Harvest: 3,000 Years (Mirt Sost Shi Amit) (1976)"
0.01,"My Fake  Fiance (2009)"
0.01,"Sissi: The Young Empress (Sissi - Die Junge Kaiserin) (1956)"
0,"As You Like It (1978)"
0,"Below the Belt (1980)"
0,"Aries Spears: Hollywood, Look I'm Smiling (2011)"
0.01,"Kiss of the Damned (2012)"
0.07,"Stories We Tell (2012)"
0.01,"Darkon (2006)"
0.01,"180° South (180 Degrees South) (180° South: Conquerors of the Useless) (2010)"
0,"After Alice (Eye of the Killer) (2000)"
0.05,"So Dear to My Heart (1949)"
0.05,"Mimino (1977)"
0.01,"Jeffrey Dahmer Files, The (2012)"
0,"Drowsiness (Sennosc) (2008)"
0.01,"Cycling with Moliere (Alceste à bicyclette) (2013)"
0.01,"Company of Heroes (2013)"
0,"Three Smart Girls Grow Up (1939)"
0.19,"Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973)"
0,"New York: A Documentary Film (1999)"
0,"Dead Man and Being Happy, The (El muerto y ser feliz) (2012)"
0.01,"Players, The (Les infidèles) (2012)"
0.01,"Livid (Livide) (2011)"
0.22,"Only God Forgives (2013)"
0.66,"Hangover Part III, The (2013)"
0,"Garbo the Spy (Garbo: El espía) (2009)"
3.39,"Robin Hood: Prince of Thieves (1991)"
0.72,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)"
0.26,"Epic (2013)"
0.01,"Captain America (1979)"
0,"Four Seasons (Seasons, The) (Vremena goda) (1975)"
0,"Tie Xi Qu: West of the Tracks (Tiexi qu) (2003)"
0,"Night at the Crossroads (La nuit du carrefour) (1932)"
0.01,"Rink, The (1916)"
0,"Captain America II: Death Too Soon (1979)"
0,"Bastards of the Party (2005)"
0.12,"Past, The (Le passé) (2013)"
0,"Lathe of Heaven (2002)"
0.01,"Down Terrace (2009)"
0,"My Wrongs 8245-8249 and 117 (2002)"
0,"Bush Mama (1979)"
0,"Surrender, Dorothy (2006)"
0,"Twonky, The (1953)"
0,"Merchant of Venice, The (1980)"
0,"Loss of a Teardrop Diamond, The (2008)"
0.07,"Broken Circle Breakdown, The (2012)"
0,"After School Midnighters (Hôkago middonaitâzu) (2012)"
0,"Life Back Then (Antoki no inochi) (2011)"
0.01,"Devil's Carnival, The (2012)"
6.01,"Mary Poppins (1964)"
0.31,"Frances Ha (2012)"
0.04,"Lords of Salem, The (2012)"
0,"Up Periscope (1959)"
0,"Alive and Ticking (Ein Tick anders) (2011)"
0,"Cell Count (2012)"
0.1,"Behind the Candelabra (2013)"
0,"India: Matri Bhumi (1959)"
0,"As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000)"
0,"Parade, The (Parada) (2011)"
0,"L.A. Zombie (2010)"
0,"Firecracker (2005)"
0,"At the River I Stand (1993)"
0,"Attack of the 5 Ft. 2 Women (National Lampoon's Attack of the 5 Ft 2 Woman) (1994)"
0,"Babies for Sale (1940)"
0,"Armageddon 2012 (2012)"
0,"Finding a Family (2011)"
0.01,"With Great Power: The Stan Lee Story (2012)"
0.01,"Aftershock (2012)"
0.01,"3096 Days (2013)"
0.01,"Tavarataivas (2013)"
0,"Hilton! (2013)"
0,"Human Scale, The (2012)"
0,"Privilege (1967)"
0,"Little Girl (La pivellina) (2009)"
0,"Last Elvis, The (Último Elvis, El) (2012)"
0.01,"Last Days Here (2011)"
0,"Global Affair, A (1964)"
0.43,"After Earth (2013)"
0,"Dream Demon (1988)"
0,"Act One (1963)"
0,"Fairhaven (2012)"
0,"Derek (2008)"
0,"Sharon's Baby (1975)"
3.86,"Dumbo (1941)"
0,"In the Park (1915)"
2.25,"Now You See Me (2013)"
0.06,"Lovelace (2013)"
0,"Dangerous Place, A (2012)"
0,"Modify (2005) "
0,"Hiroshima (2005) "
0,"War Made Easy: How Presidents & Pundits Keep Spinning Us to Death (2007)"
0.01,"Dark Circles (2013) "
0.03,"Assault on Wall Street (2013) "
0.01,"Interview with a Hitman (2012)"
0.02,"Special Forces (Forces spéciales) (2011)"
0,"Feeding Frenzy (2010)"
0,"Walk with Love and Death, A (1969)"
0.01,"Age of Heroes (2011)"
0,"All In: The Poker Movie (2009)"
0,"Nice Guy Johnny (2010)"
0.02,"Take Me Home (2011)"
0,"Ideal Husband, An (1947)"
0,"Any Wednesday (Bachelor Girl Apartment) (1966)"
0,"Attack on the Iron Coast (1968)"
0,"Combat dans L'Ile, Le (Fire and Ice) (1962)"
0,"Era of Vampires, The (2003)"
0,"East, West, East: The Final Sprint (2009)"
0.01,"Somebody Up There Likes Me (2012)"
0,"Dances Sacred and Profane (1985)"
0,"Mary and Martha (2013)"
0,"Opera Jawa (2006)"
0,"Inhuman Resources (Redd Inc.) (2012)"
0,"Rapado (1992)"
0.01,"Color of Friendship, The (2000)"
0.05,"Berberian Sound Studio (2012)"
0.49,"Way, Way Back, The (2013)"
0,"Foxfire (2012)"
0,"Vasermil (2007)"
0.43,"Unforgettable (1996)"
1.26,"Pete's Dragon (1977)"
0,"Whole (2003)"
0,"Penthouse (1933)"
0,"Come Out and Play (2012)"
0,"Just Like Brothers (Comme des frères) (2012)"
0.06,"The Body (2012)"
0.03,"Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone) (2010)"
0.08,"Much Ado About Nothing (2012)"
0.01,"Any Day Now (2012)"
0,"They Call Us Misfits (Dom kallar oss mods) (1968)"
0,"No and Me (No et moi) (2010)"
0,"His New Profession (1914)"
1.69,"Man of Steel (2013)"
0,"Shanghaied (1915)"
0.26,"Kings of Summer, The (2013)"
0.01,"Pyaar Ka Punchnama (2011)"
0,"London Paris New York (2012)"
0.07,"The Big Wedding (2013)"
0.01,"Still Mine (2012)"
0.02,"Hannah Arendt (2012)"
0,"Otra Familia, La (2011)"
0,"Birders: The Central Park Effect (Central Park Effect, The) (2012)"
0,"41 (2012)"
0,"Bakhita (2009)"
0.54,"Purge, The (2013)"
0,"Neighbor, The (1993)"
0,"God Bless Ozzy Osbourne (2011)"
0.02,"Reluctant Fundamentalist, The (2012)"
0.02,"Rapture-Palooza (2013)"
0,"Landet som icke är (1977)"
0,"100 Years of Evil (2010)"
0,"Speed: In Search of Lost Time (Speed - Auf der Suche nach der verlorenen Zeit) (2012)"
1.77,"Bedknobs and Broomsticks (1971)"
0,"Après lui (2007)"
0,"Witches, The (aka Devil's Own, The) (1966)"
0.01,"Tetsuo III: The Bullet Man (2009)"
0.06,"20 Feet from Stardom (Twenty Feet from Stardom) (2013)"
0,"Perfumed Nightmare (1977)"
0,"Far Out Man (1990)"
0,"Out Late (2008) "
0,"Bad Blood: A Cautionary Tale (2010) "
0.01,"Beverly Hills Chihuahua 3 (2012)"
0,"AM1200 (2008)"
0,"Executioner, The (1970)"
0,"Looking for Palladin (2008)"
0.21,"Bling Ring, The (2013)"
0,"Mugger, The (El asaltante) (2007)"
1.47,"Monsters University (2013)"
0,"Donos de Portugal (2012)"
0.01,"Hammer of the Gods (2013)"
0,"6 Month Rule (Six Month Rule, The) (2011)"
0,"Beginner's Guide to Endings, A (2010)"
0,"War You Don't See, The (2010)"
0.01,"Schlussmacher (2013)"
0,"From the East (D'Est) (1993)"
0,"Ill-Fated Love (Doomed Love) (Amor de Perdição) (1979)"
0,"Reason, Debate and a Story (Jukti, Takko Aar Gappo) (1974)"
0,"Julius Caesar (1979)"
0,"Wedding Trough (Vase de noces) (1975)"
0,"Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami) (2009)"
3.47,"Alice in Wonderland (1951)"
0.01,"Eden (2012)"
0,"Days of Grace (Días de gracia) (2011) "
0.01,"Place at the Table, A (2012)"
0.07,"Fullmetal Alchemist: The Sacred Star of Milos (2011)"
0,"American Idiots (2013)"
0.07,"Maniac (2012)"
0.01,"Not Suitable for Children (2012)"
0,"Lesser Blessed, The (2012)"
0,"Common Man, A (2012)"
1.72,"Pacific Rim (2013)"
0.02,"LEGO Batman: The Movie - DC Heroes Unite (2013)"
0.33,"Best Offer, The (Migliore offerta, La) (2013)"
0,"Sassy Pants (2012)"
0,"Flea in Her Ear, A (1968)"
0,"Ada (1961)"
0,"Adam and Eve (National Lampoon's Adam & Eve) (2005)"
2.08,"World War Z (2013)"
1.74,"Elysium (2013)"
0.03,"Dirty Wars (2013)"
0,"Reality of Love, The (I Want to Marry Ryan Banks) (2004)"
0.01,"K-911 (1999)"
0,"Mr. Moto's Gamble (1938)"
0.01,"Unconditional (2012)"
0,"Sign 'o' the Times (1987)"
0.01,"Just Before Dawn (1981)"
0.02,"We Steal Secrets: The Story of WikiLeaks (2013)"
0.03,"Hatfields & McCoys (2012)"
0.08,"What Maisie Knew (2012)"
0,"Dragon Hunter (2009)"
0,"Shark Alarm at Müggelsee (Hai Alarm am Müggelsee) (2013)"
0.01,"Revisionaries, The (2012)"
0,"Anniversary, The (1968)"
0,"Purple Gang, The (1959)"
0,"Death of Maria Malibran, The (Der Tod der Maria Malibran) (1972)"
0,"Minamata: The Victims and Their World (Minamata: Kanja-san to sono sekai) (1971)"
0.06,"American Mary (2012)"
1.85,"Fox and the Hound, The (1981)"
0,"Liz & Dick (2012) "
0,"Yamla Pagla Deewana 2 (2013)"
0.29,"Europa Report (2013)"
0,"Känd från TV (2001)"
0.1,"Odd Thomas (2013)"
0,"Cigarettes and Coffee (Un cartus de kent si un pachet de cafea) (2004)"
0.03,"Jim Gaffigan: Mr. Universe (2012)"
0,"Projectionist, The (1971)"
0,"Vampire, The (1957)"
0,"Love Ghost (Shibito no koiwazura) (2001)"
0,"Sound of Insects, The (2009)"
0,"Blutzbrüdaz (2013)"
1.55,"Despicable Me 2 (2013)"
0.53,"White House Down (2013)"
1.11,"World's End, The (2013)"
0,"Keith Lemon: The Film (2012)"
0,"Tempest, The (1980)"
0,"Back to 1942 (2012) "
0,"Aks (2001)"
0.08,"Redemption (Hummingbird) (2013)"
0,"Love and Lemons (Små citroner gula) (2013)"
0,"Hounds, The (2011)"
0.54,"Heat, The (2013)"
0,"May I Kill U? (2012)"
0,"A Coming-Out Party (1961)"
0,"Last Seven, The (2010)"
0.57,"Lone Ranger, The (2013)"
0.01,"Happiness Never Comes Alone (Un bonheur n'arrive jamais seul) (2012)"
0.01,"My Perestroika (2010)"
0.57,"Freeway (1996)"
0,"Millionaire for Christy, A (Golden Goose) (No Room for the Groom) (1951)"
0,"Aftershock: Earthquake in New York (1999)"
0,"Doctor and the Devils, The (1985)"
0,"Flicker (Flimmer) (2012)"
0,"Hong Kong Confidential (Amaya) (2010)"
0,"Life Without Dick (2002)"
0,"Beach Boys: An American Family, The (2000)"
0,"Hypocrites (1915)"
0,"Grandpa for Christmas, A (Bert & Becca) (2007)"
0,"Ah, Wilderness! (1935)"
0,"Crossfire Trail (Louis L'Amour's 'Crossfire Trail') (2001)"
0.02,"Thieves, The (Dodookdeul) (2012)"
0.04,"Woody Allen: A Documentary (2012)"
0,"Epitaph (2007)"
0.03,"Passion (2012)"
0.01,"Pussy Riot: A Punk Prayer (2013)"
0.01,"Batman Unmasked: The Psychology of the Dark Knight (2008)"
0,"Ghoulies III: Ghoulies Go to College (1991)"
0,"Ghoulies IV (1994)"
0.01,"Call Girl (2012)"
0,"Alive Day Memories: Home from Iraq (Occupation Iraq) (2007)"
0.02,"How to Make Money Selling Drugs (2013)"
0,"Stig-Helmer Story, The (2011)"
0,"Ice House, The (1997)"
0,"Return of the Living Dead: Necropolis (2005)"
0.09,"V/H/S/2 (2013)"
0,"Return of the Living Dead: Rave to the Grave (2005)"
0,"Arctic Blast (2010)"
0.01,"Gideon's Army (2013)"
0,"Double Solitaire (1974)"
6.06,"Sound of Music, The (1965)"
0,"Macbeth (1983)"
0,"Knot, The (2012)"
0.01,"Cottage Country (2013)"
0,"Along the Great Divide (Travelers, The) (1951)"
0,"Ambush Trail (1946)"
0,"American Samurai (Ninja: American Samurai) (1992)"
0.01,"Food Matters (2008)"
0,"Charm School (Niñas mal) (2007)"
0.01,"Ichi (2008)"
0,"Shadow Riders, The (1982)"
0.02,"Inadequate People (Neadekvatnye lyudi) (2010)"
0,"Kid Millions (1934)"
0.41,"The Spectacular Now (2013)"
0.06,"Thanks for Sharing (2012)"
0.03,"Lifeguard, The (2013)"
0,"Ed Hardy: Tattoo the World (2010) "
0.01,"Vile (2011) "
0.04,"What's in a Name (Prénom, Le) (2012)"
0,"Partners: The Movie II (Aibô: Gekijô-ban II) (2010)"
0.04,"Hijacking, A (Kapringen) (2012)"
0,"Tell Me and I Will Forget (2010)"
0,"Trilogy of Terror II (1996)"
0.01,"Big Star: Nothing Can Hurt Me (2012)"
0,"Which Way Is the Front Line From Here?  The Life and Time of Tim Hetherington (2013)"
0,"It's a Bikini World (1967)"
0,"Dead Man's Burden (2012)"
0.02,"Downloaded (2013)"
0.02,"Jug Face (2013)"
0,"Chu Chin Chow (1934)"
0,"Gagarin: First in Space (2013)"
0,"Taming the Fire (Ukroshcheniye ognya) (1972)"
0.14,"Sharknado (2013)"
0,"Hamlet, Prince of Denmark (1980)"
14.22,"Die Hard (1988)"
0,"Please Remove Your Shoes (2010) "
0.01,"Craig Ferguson: I'm Here To Help (2013)"
0,"Cold Moon (Lune froide) (1991)"
0.18,"Stuck in Love (2012)"
0.01,"Class Act (1992)"
0,"How to Live Forever (2009)"
0,"Topralli (1966)"
0,"ATF (1999) "
0.01,"Accidental Golfer, The (Den ofrivillige golfaren) (1991)"
0.03,"Brain Dead (1990)"
0.16,"Fruitvale Station (2013)"
0,"Senotaji (2013)"
0,"Limuzins Janu nakts krasa (1981)"
0,"Abols Upe (1974)"
0,"Making a Killing: The Untold Story of Psychotropic Drugging (2008)"
0,"Pax Americana and the Weaponization of Space (2009)"
0,"Arizona Raiders (1965)"
0.03,"Bhaag Milka Bhaag (2013)"
0.01,"D-Day (2013)"
0,"Terror Within, The (1989)"
0,"Surgeon, The (1995)"
0.01,"Tai Chi Hero (2012)"
0,"Zombies on Broadway (1945)"
0.27,"R.I.P.D. (2013)"
0.01,"Client List, The (2010)"
0.17,"Justice League: The Flashpoint Paradox (2013)"
0.01,"United (2011)"
0,"Love Is a Woman (Death Is a Woman) (1966)"
0.02,"Ip Man: The Final Fight (2013)"
0.02,"Pawn Shop Chronicles (2013)"
0.04,"Killing Season (2013)"
0,"Joker (2012)"
0,"Gitmo (2005)"
0,"My Avatar and Me (Min Avatar og mig) (2010)"
0,"Blood Beast Terror, The (1968)"
0,"Othello (1981)"
0.03,"Field in England, A (2013)"
0.91,"Conjuring, The (2013)"
0,"Everything (2004)"
0,"Strawberry Fields (2012)"
0,"Starfighters, The (1964)"
2.77,"Lawnmower Man, The (1992)"
0.02,"Love (2011)"
0.03,"Mean Girls 2 (2011)"
0.09,"Colony, The (2013)"
0,"Warrior's Heart, A (2011)"
0,"Angel Named Billy, An (2007)"
0.02,"Scenic Route (2013)"
0,"Slave Girls (Prehistoric Women) (1967)"
0,"Bashu, the Little Stranger (Bashu, gharibeye koochak) (1990)"
0,"Wild Gals Of The Naked West (1962)"
0,"Cheshire Murders, The (2013)"
0.01,"Dragon Age: Blood mage no seisen (a.k.a. Dragon Age: Dawn of the Seeker) (2012)"
0,"Damned, The (Les Maudits) (1947)"
0.01,"Gasland Part II (2013)"
0,"Human Behavior Experiments, The (2006)"
0.22,"Turbo (2013)"
0,"Gunman's Walk (1958) "
0,"Devil's in the Details, The (2013)"
1.07,"Wolverine, The (2013)"
0,"Sol (2012) "
0,"Devil Dared Me To, The (2007)"
0,"Sky West and Crooked (Gypsy Girl) (1965)"
0,"Make Believe (2010)"
0,"Gold (2013)"
0,"Sacrificio: Who Betrayed Che Guevara (2001)"
0.01,"Let's Make Money (2008)"
0,"Middle of the World, The (O Caminho das Nuvens) (2003)"
0.01,"Crash Reel, The (2013)"
0.09,"Unhook the Stars (1996)"
0.16,"Drinking Buddies (2013)"
0,"90 Minutes (90 minutter) (2012)"
0.02,"Hell Baby (2013)"
0.59,"Red 2 (2013)"
0.02,"Miami Connection (1987)"
0.02,"Battery, The (2012)"
0.02,"Coffee Town (2013)"
0.01,"Death of the Incredible Hulk, The (1990)"
0,"Nick Carter, Master Detective (1939)"
0.01,"Vehicle 19 (2013)"
0,"To Get to Heaven First You Have to Die (Bihisht faqat baroi murdagon) (2006)"
0,"Tinpis Run (1991)"
0,"Out of Life (Hors la vie) (1991)"
0,"Fetching Cody (2005)"
0,"Black & White & Sex (2012)"
0,"Witches' Hammer (Kladivo na carodejnice) (1970) "
0,"Whisper of Sin (Nuodemes uzkalbejimas) (2007)"
0,"Forest of the Gods (Dievu miskas) (2005)"
0,"RFK Must Die: The Assassination of Bobby Kennedy (2007)"
0.06,"New World (Shin-sae-gye) (2013)"
0,"Page Miss Glory (1935)"
0,"Battle for Marjah, The (2010)"
0,"Holidays by the Sea (Ni à vendre ni à louer) (2011)"
0,"Revenge for Jolly! (2012)"
0.04,"Night Train To Lisbon (2013)"
0,"Bigfoot (2012)"
0,"Consuming Kids: The Commercialization of Childhood (2008)"
0,"Breath, The (Nefes: Vatan sagolsun) (2009)"
0,"Iran Is Not the Problem (2008)"
0,"Mighty Uke (2010)"
0,"Hard Man, The (1957)"
0.36,"2 Guns (2013)"
0.02,"Synthetic Pleasures (1995)"
0,"First Comes Love (2013)"
0,"Rafa (2012)"
0,"Giorgino (1994)"
0,"All Together, The (2007)"
0,"Aloha Summer (1988)"
0,"Hell and Back Again (2011)"
0,"Lost in Thailand (Ren zai jiong tu zhi tai jiong) (2012)"
0.02,"Last Days, The (Últimos días, Los) (2013)"
0,"Our Nixon (2013)"
0,"Off the Menu: The Last Days of Chasen's (1997)"
0,"Darling Companion (2012)"
0.65,"Blue Jasmine (2013)"
0.01,"Frankenstein's Army (2013)"
0.28,"Great Beauty, The (Grande Bellezza, La) (2013)"
0,"Stars in Shorts (2012)"
0,"Whatever You Say (Bad, Bad Things) (Mon idole) (2002)"
0,"Troma's War (1988) "
0,"Only the Young (2012)"
0.02,"Canyons, The (2013)"
0,"Always Outnumbered (1998)"
7.85,"Happy Gilmore (1996)"
0.06,"Secret Agent, The (1996)"
0,"And You Thought Your Parents Were Weird (1991)"
0,"Another Chance (1989)"
0,"Andy Hardy's Double Life (1942)"
0.01,"They Call Him Bulldozer (Lo chiamavano Bulldozer) (1978)"
0,"Bomber (1982)"
0,"3 dev adam (Three Giant Men) (1973) "
0,"Blood Shot (2013)"
0,"Armored Car Robbery (1950)"
0,"Fred & Vinnie (2011)"
0,"Love, Marilyn (2012)"
0,"Beneath (2013)"
0,"Arena (1989)"
0,"Arrival II (1998)"
0,"Two Guys Talkin' About Girls (1995)"
0,"Phantom of the Megaplex (2000)"
0,"Redhead from Wyoming, The (1953)"
0,"Baby On Board (1992)"
0,"Battle for Brooklyn (2011)"
0,"Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat) (2012)"
0,"Alcan Highway (Alaska Highway) (2013)"
0.32,"Louis C.K.: Oh My God (2013)"
0.01,"The Count of Monte Cristo (1998)"
0.26,"Percy Jackson: Sea of Monsters (2013)"
0.06,"Smurfs 2, The (2013)"
0.11,"Alan Partridge: Alpha Papa (2013)"
0.01,"Class of 1999 (1990)"
0.03,"Computer Chess (2013)"
0,"Devil's Nightmare, The (Plus longue nuit du diable, La) (1971)"
0.01,"Attack, The (2012)"
0.01,"My Little Pony: Equestria Girls (2013)"
0.01,"Lupin the Third: The Secret of Mamo (1978)"
2.14,"Secrets & Lies (1996)"
0,"Bloody Murder (2000)"
0,"Miss You Can Do It (2013)"
0,"Road to Brown, The (1989)"
0,"Forsyte Saga, The (1967)"
0.01,"Jay and Silent Bob Go Down Under (2012)"
0,"Brute, The (Bruto, El) (1953)"
0.06,"Man of Tai Chi (2013)"
0,"Zombies of Mora Tau (1957)"
0,"Giant Claw, The (1957)"
0.04,"Prince Avalanche (2013)"
0,"Werewolf, The (1956)"
0.03,"Batman: Mystery of the Batwoman (2003)"
0.04,"Green Lantern: Emerald Knights (2011)"
0,"Creature with the Atom Brain (1955)"
0.01,"Clear History (2013)"
0,"Kickboxer 3: The Art of War (Kickboxer III: The Art of War) (1992)"
0.01,"From One Second to the Next (2013)"
0,"Kickboxer 4: The Aggressor (1994)"
0,"Class of 1999 II: The Substitute (1994)"
3.43,"That Thing You Do! (1996)"
1.14,"We're the Millers (2013)"
0,"Growing Pains (1984)"
0.01,"Burning Bright (2010)"
0.18,"Grown Ups 2 (2013)"
0,"DEFCON: The Documentary (2013)"
0,"Jamie and Jessie Are Not Together (2011)"
0.02,"Drug War (Du zhan) (2012)"
0.01,"Cat and the Canary, The (1939)"
0,"Criminal Justice (1990)"
0,"Farmageddon (2011)"
0.7,"Kick-Ass 2 (2013)"
0.82,"Riddick (2013)"
0.1,"Planes (2013)"
0.01,"Fight, Zatoichi, Fight (Zatôichi kesshô-tabi) (Zatôichi 8) (1964)"
0,"Mr. Moto in Danger Island (1939)"
0,"A Family Affair (1937)"
0,"Killer at Large (2008)"
0,"Cameron's Closet (1988)"
0.28,"Blackfish (2013)"
0.05,"Paranoia (2013)"
0,"Legend of Kaspar Hauser, The (Leggenda di Kaspar Hauser, La) (2012)"
0,"Black Room, The (1935)"
0.39,"Wind Rises, The (Kaze tachinu) (2013)"
0,"Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It) (2009)"
0,"Fisticuffs (A golpes) (2005)"
0,"Around the World Under the Sea (1966)"
0.01,"Evidence (2013) "
0.45,"To Gillian on Her 37th Birthday (1996)"
0,"Amorosa (1986)"
0.19,"Jobs (2013)"
0,"Souper, Le (Supper, The) (1992)"
0,"Moving the Mountain (1994)"
0.19,"Mortal Instruments: City of Bones, The (2013)"
0.01,"Hitler's Children (2011)"
0,"Flight of the Conchords: A Texan Odyssey (2006)"
0.01,"First Grader, The (2010)"
0.01,"Touchy Feely (2013)"
0.01,"Four Horsemen (2012)"
0,"Des gens qui s'embrassent (2013)"
0,"Vassilisa the Beautiful (Vasilisa prekrasnaya) (1939)"
0.23,"Lee Daniels' The Butler (2013)"
0.15,"In a World... (2013)"
0,"Askari (2001)"
0,"Madhouse (There Was a Little Girl) (And When She Was Bad) (Flesh and the Beast) (Scared to Death) (1981)"
0,"Back Door to Hell (1964)"
0.02,"Terms and Conditions May Apply (2013)"
